ledger_id,reference,amount,date,description,account,type,txn_id,fixture_type
LED20240105C0062,order_HSA7HEZ74LAV,487770.54,2024-01-05,Customer payment - GreenLeaf Organics,4002,credit,pay_6bz8uug95rlrdi,clean
LED20240129C0063,order_WXDRLCMLW83Y,20708.84,2024-01-29,Customer payment - Apex Commerce,4001,credit,pay_3n0kgazu41ugl3,clean
LED20240118C0064,order_DVWRB7F6FDHG,12138.23,2024-01-18,Customer payment - Apex Commerce,4001,credit,pay_xyfc4kl8cgn0t6,clean
LED20240127C0065,order_J4UFZDY3O1IC,17615.72,2024-01-27,Customer payment - PrimeServices,4001,credit,pay_9re2q6jxnnngbp,clean
LED20240104C0066,order_7AZV2EFUU8DD,4671.26,2024-01-04,Customer payment - BlueOcean Pvt Ltd,4002,credit,pay_cyh3fvl03dut4s,clean
LED20240123C0067,order_JPXGH30153SF,15853.58,2024-01-23,Customer payment - Smart Retail,4001,credit,pay_76a3kkrzd5e9p3,clean
LED20240120C0068,order_XYJOA21A6XVA,147260.42,2024-01-20,Customer payment - Smart Retail,4002,credit,pay_g5vmf60yknfu84,clean
LED20240123C0069,order_XYZX9JPNBZUG,8500.75,2024-01-23,Customer payment - Apex Commerce,4003,credit,pay_c9x5jz6kf1622v,clean
LED20240116C0070,order_TO5F9M969F5G,10755.36,2024-01-16,Customer payment - TechSolutions Ltd,4001,credit,pay_p5nvqebwuwqhey,clean
LED20240106C0071,order_G3KK0VM59M6M,8258.02,2024-01-06,Customer payment - Fusion Foods,4001,credit,pay_hnal3gywiymenv,clean
LED20240118C0072,order_DZEEDHHJSHZK,201.5,2024-01-18,Customer payment - ACME Corp,4001,credit,pay_pntrfzwkxxjve3,clean
LED20240126C0073,order_8J0NMEOQ4YRP,359.16,2024-01-26,Customer payment - GreenLeaf Organics,4001,credit,pay_354mype46aexl6,clean
LED20240128C0074,order_WP0RXXF36WA7,426844.43,2024-01-28,Customer payment - DigiMart,4002,credit,pay_5pcxa5s00i85sy,clean
LED20240108C0075,order_QM334L1VZNQD,927.6,2024-01-08,Customer payment - Sunrise Traders,4002,credit,pay_l90aobt328w6ux,clean
LED20240129C0076,order_74RS7GU0ENV5,12781.98,2024-01-29,Customer payment - DigiMart,4002,credit,pay_zdo74v1qx8ertb,clean
LED20240102C0077,order_K43SAFYH1FKJ,242837.48,2024-01-02,Customer payment - FastTrack Logistics,4002,credit,pay_9x8sylemruyp04,clean
LED20240105C0078,order_9C80EBKJF4AQ,2189.88,2024-01-05,Customer payment - GreenLeaf Organics,4003,credit,pay_h54piwznv0h0gq,clean
LED20240127C0079,order_IX7IB5N2EJ0A,20701.98,2024-01-27,Customer payment - DigiMart,4002,credit,pay_om5xlk8wru1xem,clean
LED20240120C0080,order_AYTXW1VZC7D2,120480.82,2024-01-20,Customer payment - Smart Retail,4003,credit,pay_0fqldb2uuijnwp,clean
LED20240111C0081,order_G24479QTKCD0,517.36,2024-01-11,Customer payment - SwiftPay Inc,4003,credit,pay_vt8k06moxsfh4g,clean
LED20240119C0082,order_K36H0W064W3U,604.72,2024-01-19,Customer payment - BlueOcean Pvt Ltd,4003,credit,pay_2zxjmylrq1rdxc,clean
LED20240127C0083,order_IYS2N75BXD8W,23817.92,2024-01-27,Customer payment - Smart Retail,4002,credit,pay_y1ffuu5f07b1ij,clean
LED20240120C0084,order_F4ABUFWBUCJG,20466.76,2024-01-20,Customer payment - PrimeServices,4003,credit,pay_fcxhgnzei3zrrh,clean
LED20240126C0085,order_EREV361XSNBT,437632.13,2024-01-26,Customer payment - Fusion Foods,4003,credit,pay_indh4spfdrwb2s,clean
LED20240128C0086,order_Y1O2RNTJLMZ0,423479.54,2024-01-28,Customer payment - FastTrack Logistics,4001,credit,pay_ueaxylnfxj4pnj,clean
LED20240125C0087,order_7SH2SZWYMX9D,1344.61,2024-01-25,Customer payment - Smart Retail,4001,credit,pay_nv07oxk8c1gra4,clean
LED20240126C0088,order_118QQVAECW9Y,22765.45,2024-01-26,Customer payment - Fusion Foods,4001,credit,pay_jodck82853uy8u,clean
LED20240108C0089,order_484NL65UJG1S,9742.12,2024-01-08,Customer payment - PrimeServices,4003,credit,pay_0iiji44m2ec8ra,clean
LED20240129C0090,order_Y3Z2T4H20RAP,966.13,2024-01-29,Customer payment - QuickShop,4003,credit,pay_gjj8mgpp1noqu9,clean
LED20240111C0091,order_WQ85X7PWO6CM,382.59,2024-01-11,Customer payment - CloudBiz,4002,credit,pay_omyvuxt9kls1qc,clean
LED20240118C0092,order_WE4BX4LR9TJQ,471221.82,2024-01-18,Customer payment - Apex Commerce,4003,credit,pay_c5tao1cjfx5lik,clean
LED20240126C0093,order_G5PIZX3HCWS2,234439.36,2024-01-26,Customer payment - NextGen Solutions,4001,credit,pay_s1ektyr1k12v2t,clean
LED20240115C0094,order_8C1CQG433E1I,830.55,2024-01-15,Customer payment - BlueOcean Pvt Ltd,4001,credit,pay_jz0ifrml29q2l4,clean
LED20240118C0095,order_IRYM81CMFTDR,29508.19,2024-01-18,Customer payment - CloudBiz,4002,credit,pay_9ipa2voi8uyyf1,clean
LED20240122C0096,order_IZXTNSRTWLXD,6205.13,2024-01-22,Customer payment - DigiMart,4001,credit,pay_6tcfkjnawnga41,clean
LED20240114C0097,order_4CHSDINGXU8U,1290.62,2024-01-14,Customer payment - DigiMart,4003,credit,pay_x73qxm0632cwt0,clean
LED20240119C0098,order_VS9KKH4A3YJT,26777.66,2024-01-19,Customer payment - DigiMart,4001,credit,pay_1p0vuh17j8qo09,clean
LED20240124C0099,order_047WWBSLULZF,1012.64,2024-01-24,Customer payment - Sunrise Traders,4002,credit,pay_3dxb3n27m5p7e1,clean
LED20240112C0100,order_GMX1GM32WP7I,99565.83,2024-01-12,Customer payment - Sunrise Traders,4001,credit,pay_houu9sijpyueon,clean
LED20240104C0101,order_8CXX6MDK5N9S,465562.96,2024-01-04,Customer payment - Apex Commerce,4003,credit,pay_tw9zyn6sjchzjq,clean
LED20240126C0102,order_Y5YPUPLVQEXU,293523.14,2024-01-26,Customer payment - Sunrise Traders,4003,credit,pay_jcjn9978imoe0s,clean
LED20240114C0103,order_YMYRSVZN4REG,232130.22,2024-01-14,Customer payment - ACME Corp,4003,credit,pay_p767j2dg1wjuii,clean
LED20240105C0104,order_N18GP51KFK7Y,386155.0,2024-01-05,Customer payment - GreenLeaf Organics,4001,credit,pay_7utxzbdq55it9b,clean
LED20240107C0105,order_UXF5GZPL1QWE,1525.8,2024-01-07,Customer payment - QuickShop,4002,credit,pay_zeeqnsn2s8nn16,clean
LED20240112C0106,order_9FKXZUU80MB1,285445.55,2024-01-12,Customer payment - CloudBiz,4001,credit,pay_kw3hgbmfbuvldd,clean
LED20240107C0107,order_GEQ20HWOBM3H,466.18,2024-01-07,Customer payment - Sunrise Traders,4003,credit,pay_p4juw7wr0r35ik,clean
LED20240128C0108,order_L62CF4MNTFVG,23593.4,2024-01-28,Customer payment - TechSolutions Ltd,4001,credit,pay_fq56q37csuytau,clean
LED20240110C0109,order_5ELB45L6D10A,9035.16,2024-01-10,Customer payment - BlueOcean Pvt Ltd,4002,credit,pay_fmr5ll1d9s9hbn,clean
LED20240125C0110,order_OZ6WYQMLH13C,23751.65,2024-01-25,Customer payment - GreenLeaf Organics,4003,credit,pay_j72ugl6tbb6bnd,clean
LED20240123C0111,order_OOWT9NM3V2P2,15028.56,2024-01-23,Customer payment - DigiMart,4003,credit,pay_rmqg1ved32lx2t,clean
LED20240128C0112,order_YLU6K7P9MDA9,15882.33,2024-01-28,Customer payment - PrimeServices,4003,credit,pay_rxd356wafftouh,clean
LED20240113C0113,order_P9DXOQ2VPGST,30396.36,2024-01-13,Customer payment - SwiftPay Inc,4001,credit,pay_xrgn74f9yecazr,clean
LED20240106C0114,order_2LBM2QSQ0P82,25787.11,2024-01-06,Customer payment - Smart Retail,4003,credit,pay_f0992qc6dr08cw,clean
LED20240124C0115,order_B98V341ONX0G,1628.86,2024-01-24,Customer payment - NextGen Solutions,4001,credit,pay_wjj0v60xng2igs,clean
LED20240114C0116,order_O100VHMYGTY3,1240.44,2024-01-14,Customer payment - ACME Corp,4002,credit,pay_y8yb7w8p74mjdx,clean
LED20240116C0117,order_2JCN9J3GC9HO,815.75,2024-01-16,Customer payment - Sunrise Traders,4003,credit,pay_2gdgkxcq91yy1j,clean
LED20240125C0118,order_RU7MYOW8DT8C,1187.72,2024-01-25,Customer payment - SwiftPay Inc,4002,credit,pay_z6us7rp422ta83,clean
LED20240105C0119,order_75T0IC0RA6WI,10718.93,2024-01-05,Customer payment - Sunrise Traders,4001,credit,pay_2xr838ammzohxs,clean
LED20240126C0120,order_E2WNF5CA7ZVK,7193.96,2024-01-26,Customer payment - Apex Commerce,4002,credit,pay_tl8hbgcj1gnfiu,clean
LED20240106C0121,order_RF7BNHJW6QDB,13830.86,2024-01-06,Customer payment - DigiMart,4001,credit,pay_99w59sqwhbef46,clean
LED20240118C0122,order_UKDQP1HKF286,369059.45,2024-01-18,Customer payment - NextGen Solutions,4002,credit,pay_cvbphvgnqgmjmb,clean
LED20240105C0123,order_8EKXDRKZ40AQ,131728.02,2024-01-05,Customer payment - BlueOcean Pvt Ltd,4003,credit,pay_9bq1btr23qiua0,clean
LED20240103C0124,order_TX015Z11L6SP,26160.52,2024-01-03,Customer payment - ACME Corp,4003,credit,pay_s6nbnqbnxzu1em,clean
LED20240115C0125,order_GA24SMUX2RXT,250977.01,2024-01-15,Customer payment - DigiMart,4002,credit,pay_feffh8aoy7rp0a,clean
LED20240110C0126,order_EA7187F8TSXK,761.02,2024-01-10,Customer payment - GreenLeaf Organics,4001,credit,pay_fe9upnhzx9fq9t,clean
LED20240114C0127,order_YOZPNAMLQUH5,27254.8,2024-01-14,Customer payment - Apex Commerce,4002,credit,pay_s21hd4y89orvsc,clean
LED20240125C0128,order_AAJ84RX6PRYI,13890.33,2024-01-25,Customer payment - TechSolutions Ltd,4002,credit,pay_ouz1egntb34kuq,clean
LED20240114C0129,order_53YKYYDU3ASN,18053.3,2024-01-14,Customer payment - SwiftPay Inc,4003,credit,pay_fjp6mkt7s1gd1t,clean
LED20240109C0130,order_9P1EARPHBXVQ,592.78,2024-01-09,Customer payment - GreenLeaf Organics,4001,credit,pay_fp9s8gk0eeyylh,clean
LED20240104C0131,order_RZGYD49PSO1L,462446.09,2024-01-04,Customer payment - SwiftPay Inc,4003,credit,pay_sc31tz8g1a0774,clean
LED20240126C0132,order_GNHH4OIPR11V,4761.82,2024-01-26,Customer payment - BlueOcean Pvt Ltd,4002,credit,pay_7nayyosyeoz906,clean
LED20240125C0133,order_4T8BP6NLNQBU,270364.82,2024-01-25,Customer payment - FastTrack Logistics,4002,credit,pay_nyfwdc112hxrjm,clean
LED20240102C0134,order_MMMXIXV6CKMA,15905.01,2024-01-02,Customer payment - CloudBiz,4003,credit,pay_8wm9lbb4m0a6md,clean
LED20240118C0135,order_ZUVJUTPMC3SK,3111.5,2024-01-18,Customer payment - Sunrise Traders,4003,credit,pay_k8hw9c4hjku2w8,clean
LED20240105C0136,order_YIIFA2LR9P6H,20967.91,2024-01-05,Customer payment - Smart Retail,4001,credit,pay_hqi014o46w4jkf,clean
LED20240118C0137,order_0IPFG8PJVRN8,3661.39,2024-01-18,Customer payment - CloudBiz,4001,credit,pay_07s387j5ie3lvo,clean
LED20240117C0138,order_2JC2R07LP7DF,22180.96,2024-01-17,Customer payment - Smart Retail,4003,credit,pay_a877k71k4fpl3x,clean
LED20240107C0139,order_DNON4UAAUWID,14964.7,2024-01-07,Customer payment - SwiftPay Inc,4002,credit,pay_z1xevo7q5egvlk,clean
LED20240102C0140,order_UXDQ59OHNPVC,6604.41,2024-01-02,Customer payment - DigiMart,4002,credit,pay_nphh30gg2b9iqi,clean
LED20240122C0141,order_P6J37SPF0R8U,471481.31,2024-01-22,Customer payment - GreenLeaf Organics,4001,credit,pay_grmqdzpjl9r9km,clean
LED20240123C0142,order_1Y5AYYOV84FC,1255.08,2024-01-23,Customer payment - FastTrack Logistics,4001,credit,pay_d5ggsj6vv8suoc,clean
LED20240126C0143,order_76VMDNHQNJVD,253.04,2024-01-26,Customer payment - PrimeServices,4002,credit,pay_ji1oahnox8fk20,clean
LED20240126C0144,order_SEXGGOC5KVQY,1356.35,2024-01-26,Customer payment - NextGen Solutions,4001,credit,pay_4skbcbdpdxujjc,clean
LED20240116C0145,order_FI44TD1FPE60,19111.45,2024-01-16,Customer payment - SwiftPay Inc,4001,credit,pay_3wy8y2deg3zgar,clean
LED20240127C0146,order_WXQPF0QPSVY7,2099.21,2024-01-27,Customer payment - FastTrack Logistics,4002,credit,pay_s0765icautjx6e,clean
LED20240123C0147,order_IUR9211U645V,421547.95,2024-01-23,Customer payment - TechSolutions Ltd,4001,credit,pay_7riu9mjyg4s3me,clean
LED20240112C0148,order_OWI1T2EP768S,397376.63,2024-01-12,Customer payment - Sunrise Traders,4003,credit,pay_fn3eh81a4rkgjz,clean
LED20240118C0149,order_WPM3X15DTOZ5,473512.13,2024-01-18,Customer payment - DigiMart,4002,credit,pay_5z5zlm36vfox5w,clean
LED20240104C0150,order_IKY3UFN0DSG2,23318.77,2024-01-04,Customer payment - SwiftPay Inc,4001,credit,pay_e17quami0uz7x4,clean
LED20240105C0151,order_7E4DNKSEKNKB,6076.74,2024-01-05,Customer payment - QuickShop,4001,credit,pay_0pfsrq8stzqbfu,clean
LED20240118C0152,order_YPJDFAW1LXXD,1888.2,2024-01-18,Customer payment - NextGen Solutions,4003,credit,pay_eew1yf0dwwn6mb,clean
LED20240102C0153,order_OGWLACOLOLN3,86533.09,2024-01-02,Customer payment - TechSolutions Ltd,4003,credit,pay_5apo4ljedgfjdl,clean
LED20240127C0154,order_TB38WXGC7JJY,5664.74,2024-01-27,Customer payment - CloudBiz,4003,credit,pay_1xeuq4s2ftgi88,clean
LED20240112C0155,order_ROC5XT63QE8N,4423.22,2024-01-12,Customer payment - NextGen Solutions,4002,credit,pay_xlh8l6e7vaaguz,clean
LED20240129C0156,order_CJUIS2GY9YTJ,238951.5,2024-01-29,Customer payment - DigiMart,4003,credit,pay_hh3o5urtxuyuce,clean
LED20240103C0157,order_BPA274IR833S,2356.08,2024-01-03,Customer payment - Fusion Foods,4001,credit,pay_lom539iy87hlcw,clean
LED20240124C0158,order_ASVDAZV46ESM,460855.76,2024-01-24,Customer payment - SwiftPay Inc,4001,credit,pay_4owo52wqqpwdxy,clean
LED20240121C0159,order_9VLU8WPFQ2BH,882.42,2024-01-21,Customer payment - ACME Corp,4001,credit,pay_vycs44phh62myz,clean
LED20240120C0160,order_6AYN2D7KI3X7,23629.58,2024-01-20,Customer payment - BlueOcean Pvt Ltd,4001,credit,pay_gv1bbhg5zmtga4,clean
LED20240108C0161,order_NSGZSR8RUW2X,120090.21,2024-01-08,Customer payment - Fusion Foods,4002,credit,pay_wkesvr022wgn51,clean
LED20240107C0162,order_X27DCBHHLK3Y,12869.78,2024-01-07,Customer payment - Smart Retail,4002,credit,pay_wpqo2lngixmc4s,clean
LED20240102C0163,order_7A34MPYO2TLA,964.59,2024-01-02,Customer payment - BlueOcean Pvt Ltd,4003,credit,pay_10q2lg1zhqunue,clean
LED20240127C0164,order_G4OFDTRC85EH,299723.01,2024-01-27,Customer payment - PrimeServices,4003,credit,pay_dtbyrgc8kixccs,clean
LED20240129C0165,order_6GUO8I5JWK6Z,15121.3,2024-01-29,Customer payment - Apex Commerce,4003,credit,pay_0k5qzzkw3gi60q,clean
LED20240106C0166,order_34GADKTOC1YF,1016.52,2024-01-06,Customer payment - CloudBiz,4001,credit,pay_04oae7l0rcti8f,clean
LED20240108C0167,order_UGHT7EHMGOLO,411410.56,2024-01-08,Customer payment - SwiftPay Inc,4001,credit,pay_p9mgyh523ggodl,clean
LED20240111C0168,order_WCNKFHB7V80L,23607.49,2024-01-11,Customer payment - Smart Retail,4002,credit,pay_mvvnxiv9iw6l01,clean
LED20240116C0169,order_ZIGIKQWJ2C9O,137634.71,2024-01-16,Customer payment - QuickShop,4002,credit,pay_5cgwfhdv37ic0l,clean
LED20240117C0170,order_L9C59E7F1811,1046.34,2024-01-17,Customer payment - CloudBiz,4002,credit,pay_rlzh6a50nooo0n,clean
LED20240101C0171,order_LO50DW1MF07O,9164.7,2024-01-01,Customer payment - Smart Retail,4003,credit,pay_x7ov6sgp3jk8xn,clean
LED20240120C0172,order_BIR1AJ8X2BH2,13963.16,2024-01-20,Customer payment - PrimeServices,4003,credit,pay_h03g95p6dwcdec,clean
LED20240116C0173,order_AMB3LPVOWCP7,12696.59,2024-01-16,Customer payment - GreenLeaf Organics,4003,credit,pay_v5kz3nwxrog983,clean
LED20240124C0174,order_EET0DY571VXN,1372.13,2024-01-24,Customer payment - Apex Commerce,4001,credit,pay_h1xdpzf761hjr6,clean
LED20240109C0175,order_74RQVFX2ZVL9,833.79,2024-01-09,Customer payment - TechSolutions Ltd,4002,credit,pay_t49lny2svhotqf,clean
LED20240126C0176,order_QFEZKFH00A0U,2053.99,2024-01-26,Customer payment - Sunrise Traders,4001,credit,pay_1otkzh4oe1u24z,clean
LED20240123C0177,order_EEX6IV9RYDVN,75142.43,2024-01-23,Customer payment - Sunrise Traders,4001,credit,pay_kvg019ydq3nwqa,clean
LED20240111C0178,order_NTP8AK8S2XQU,26210.79,2024-01-11,Customer payment - Apex Commerce,4003,credit,pay_gvgt2eehfu4b9s,clean
LED20240122C0179,order_NX3VPF9PAVCE,141437.17,2024-01-22,Customer payment - TechSolutions Ltd,4002,credit,pay_jn6ocjpztc09zg,clean
LED20240125C0180,order_4REASFEN0B09,395693.35,2024-01-25,Customer payment - Apex Commerce,4001,credit,pay_tz5tv6g8om08tv,clean
LED20240129C0181,order_5ZOW60ZZ0I08,12235.04,2024-01-29,Customer payment - FastTrack Logistics,4003,credit,pay_8fc0tr58ps0rs9,clean
LED20240116C0182,order_764CAQKDM0OA,388943.91,2024-01-16,Customer payment - PrimeServices,4002,credit,pay_344krjawo778s6,clean
LED20240104C0183,order_JPT2ZL15S74N,1958.2,2024-01-04,Customer payment - TechSolutions Ltd,4001,credit,pay_mpm5hgbo06fhrx,clean
LED20240108C0184,order_WIEB97PWDBOL,141157.32,2024-01-08,Customer payment - Sunrise Traders,4003,credit,pay_i159i3hz3zsg9v,clean
LED20240127C0185,order_2TNXHN5E0EV6,3920.53,2024-01-27,Customer payment - Sunrise Traders,4001,credit,pay_q6dg8nkdat5l0n,clean
